"","BARANG","BARDIA","OCCAGE","OCCWT","HH","HW","HR","HS","CD","CS","AD","HD","KD","HB","NB","CB","KB","TEMP","IMPANG","OFFSET","IMPPNT","ENGDSP","VEHTWT","CURBWT","WHLBAS","VEHLEN","VEHWID","VEHCG","BX1","BX2","BX3","BX4","BX5","BX6","BX7","BX8","BX9","BX10","BX11","BX12","BX13","BX14","BX15","BX16","BX17","BX18","BX19","BX20","BX21","VEHSPD","CRBANG","PDOF","CARANG","VEHOR"
"BX1",0.0501733583008514,-0.204876719691169,0.370289688740094,0.262017966418221,0.438137464770205,0.46516781788016,0.474047875309532,0.471539253469333,0.162784060965087,0.438137464770205,0.470344971137869,0.464161902382916,0.457380413128921,-0.165272316489918,-0.163448589757188,-0.163448589757188,-0.163772425954761,0.0295583573518533,0.0869387715164317,0.184832364193505,0.195029954083502,0.187078357867076,0.0869387715164317,0.112665634806636,0.256857322281572,0.0932813763883554,0.00612232955925302,0.436559335692094,1,0.943748511469148,0.941956650843092,0.943748511469148,0.943748511469148,0.945549427697764,0.945549427697764,0.945549427697764,0.945549427697764,0.947359478242902,0.945549427697764,0.947359478242902,0.947359478242902,0.947359478242902,0.941956650843092,0.945549427697764,0.945549427697764,0.939753483579503,0.989663942161094,0.989663942161094,0.938399786270711,-0.00511984218952346,0.279937251862916,0.273436518303873,-0.119071424772431,-0.119713934782912
"BX2",0.0457625804007048,-0.16621075613166,0.375083058677407,0.278603894551248,0.412280570539062,0.438710720068531,0.445842346011534,0.443290637635359,0.147495724361146,0.418911452815318,0.442341060328173,0.436314026711415,0.43867678958671,-0.125793703557483,-0.119726910384918,-0.121926617399864,-0.120083485146455,0.0255377432149233,0.112620486960098,0.179037695973892,0.20744582925839,0.188223725968335,0.0817516185463361,0.119380993386944,0.24175604142311,0.112761506131952,0.00057977810021856,0.411118661569088,0.943748511469148,1,0.994300398438204,0.992386211512718,0.992386211512718,0.994282493181851,0.994282493181851,0.994282493181851,0.994282493181851,0.996188387980821,0.994282493181851,0.996188387980821,0.996188387980821,0.996188387980821,0.990499460137096,0.994282493181851,0.994282493181851,0.988579317269076,0.953605028196054,0.953605028196054,0.990543344784112,0.0562844466198053,0.264068858351148,0.257931206470725,-0.0730347050798324,-0.0737759466701978
"BX3",0.0456204733865828,-0.1645688786225,0.373655191523021,0.27916386328712,0.411455690288542,0.437867650006636,0.444942319412151,0.442389052525368,0.143459668855634,0.411455690288542,0.441447449435213,0.435425192574745,0.437831435304955,-0.124278368775497,-0.11822357960052,-0.120419845141201,-0.118581267720616,0.0254072876250145,0.112406658579106,0.175222304845998,0.208162024846531,0.187836785041857,0.0815860849680287,0.119608088870964,0.241274339225325,0.112538985442301,0.00698263178463057,0.41030737045354,0.941956650843092,0.994300398438204,1,0.990499460137096,0.990499460137096,0.992393411472557,0.992393411472557,0.992393411472557,0.992393411472557,0.994296961687837,0.992393411472557,0.994296961687837,0.994296961687837,0.994296961687837,0.988615024969794,0.992393411472557,0.992393411472557,0.986698521835988,0.95179445336381,0.95179445336381,0.984874377260804,0.0561775814088601,0.26356325658962,0.257437167859156,-0.0689429755935079,-0.0696904392410453
"BX4",0.0457625804007048,-0.163987119141366,0.372861176218115,0.278603894551248,0.412280570539062,0.438710720068531,0.445842346011534,0.443290637635359,0.147495724361146,0.412280570539062,0.442341060328173,0.436314026711415,0.43867678958671,-0.123593160108093,-0.117527203369972,-0.119726910384918,-0.117884330960839,0.0255377432149233,0.112620486960098,0.175932009673163,0.20744582925839,0.188223725968335,0.0817516185463361,0.119380993386944,0.24175604142311,0.112761506131952,0.00057977810021856,0.411118661569088,0.943748511469148,0.992386211512718,0.990499460137096,1,0.992386211512718,0.998095375899068,0.994282493181851,0.994282493181851,0.994282493181851,0.996188387980821,0.994282493181851,0.996188387980821,0.996188387980821,0.996188387980821,0.990499460137096,0.994282493181851,0.994282493181851,0.988579317269076,0.953605028196054,0.953605028196054,0.986754221896418,0.0562844466198053,0.264068858351148,0.257931206470725,-0.0706878978191457,-0.0714318086998808
"BX5",0.0457625804007048,-0.163987119141366,0.372861176218115,0.278603894551248,0.418911452815318,0.446271832857591,0.451774741608412,0.449075729851739,0.147495724361146,0.418911452815318,0.448299177037744,0.442146930550219,0.446131427841124,-0.123593160108093,-0.117527203369972,-0.119726910384918,-0.117884330960839,0.0255377432149233,0.112620486960098,0.179037695973892,0.20744582925839,0.188223725968335,0.0817516185463361,0.119380993386944,0.24175604142311,0.112761506131952,0.00057977810021856,0.411118661569088,0.943748511469148,0.992386211512718,0.990499460137096,0.992386211512718,1,0.994282493181851,0.998095375899068,0.994282493181851,0.998095375899068,0.996188387980821,0.998095375899068,0.996188387980821,0.996188387980821,0.996188387980821,0.990499460137096,0.994282493181851,0.994282493181851,0.988579317269076,0.953605028196054,0.953605028196054,0.986754221896418,0.0562844466198053,0.264068858351148,0.257931206470725,-0.068341090558459,-0.0690876707295637
"BX6",0.0459053000491864,-0.16563126147119,0.374291396387956,0.278043177122504,0.413109539061741,0.439558031474233,0.44674681881956,0.444196664591904,0.144673940511668,0.413109539061741,0.443239084562929,0.43720723730793,0.439526392267285,-0.125110251712522,-0.119032232554799,-0.12123539984116,-0.119388245451969,0.0256687014323459,0.11283539597471,0.17664458316772,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.998095375899068,0.994282493181851,1,0.996181119388979,0.996181119388979,0.996181119388979,0.998089373055627,0.996181119388979,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0700880610321582,-0.0708310841703963
"BX7",0.0459053000491864,-0.16563126147119,0.372066018773941,0.278043177122504,0.41975085211457,0.447131038348403,0.452688546431461,0.44999085710623,0.148109469442024,0.41975085211457,0.44920657374838,0.443049316655238,0.446992757115963,-0.125110251712522,-0.119032232554799,-0.12123539984116,-0.119388245451969,0.0256687014323459,0.11283539597471,0.179755154899762,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.998095375899068,0.996181119388979,1,0.996181119388979,1,0.998089373055627,1,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0700880610321582,-0.0708310841703963
"BX8",0.0459053000491864,-0.16563126147119,0.372066018773941,0.278043177122504,0.413109539061741,0.439558031474233,0.44674681881956,0.444196664591904,0.148109469442024,0.413109539061741,0.443239084562929,0.43720723730793,0.439526392267285,-0.125110251712522,-0.119032232554799,-0.12123539984116,-0.119388245451969,0.0256687014323459,0.11283539597471,0.179755154899762,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.994282493181851,0.996181119388979,0.996181119388979,1,0.996181119388979,0.998089373055627,0.996181119388979,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0724385599617928,-0.0731789096107069
"BX9",0.0459053000491864,-0.16563126147119,0.372066018773941,0.278043177122504,0.41975085211457,0.447131038348403,0.452688546431461,0.44999085710623,0.148109469442024,0.41975085211457,0.44920657374838,0.443049316655238,0.446992757115963,-0.125110251712522,-0.119032232554799,-0.12123539984116,-0.119388245451969,0.0256687014323459,0.11283539597471,0.179755154899762,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.998095375899068,0.996181119388979,1,0.996181119388979,1,0.998089373055627,1,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0700880610321582,-0.0708310841703963
"BX10",0.0460486375749705,-0.167281195484191,0.373498603421544,0.277481706115131,0.413942631330333,0.440409621075696,0.447655776404258,0.445107171915574,0.145284737281378,0.413942631330333,0.444141560421476,0.438104862315765,0.440380280256461,-0.126632586216197,-0.12054244438977,-0.122749090909181,-0.120897340376736,0.025800166524168,0.113051395016126,0.177360049705368,0.206008933152651,0.189003321250972,0.0820851433377961,0.118925959357689,0.242726639672886,0.113209882516348,0.000945111618070869,0.41275340293922,0.947359478242902,0.996188387980821,0.994296961687837,0.996188387980821,0.996188387980821,0.998089373055627,0.998089373055627,0.998089373055627,0.998089373055627,1,0.998089373055627,1,1,1,0.994296961687837,0.998089373055627,0.998089373055627,0.992369483974322,0.957253707934621,0.957253707934621,0.990542458086968,0.0564998019439762,0.265087725332834,0.25892677081426,-0.0718407986869314,-0.0725802562841093
"BX11",0.0459053000491864,-0.16563126147119,0.372066018773941,0.278043177122504,0.41975085211457,0.447131038348403,0.452688546431461,0.44999085710623,0.148109469442024,0.41975085211457,0.44920657374838,0.443049316655238,0.446992757115963,-0.125110251712522,-0.119032232554799,-0.12123539984116,-0.119388245451969,0.0256687014323459,0.11283539597471,0.179755154899762,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.998095375899068,0.996181119388979,1,0.996181119388979,1,0.998089373055627,1,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0700880610321582,-0.0708310841703963
"BX12",0.0460486375749705,-0.167281195484191,0.373498603421544,0.277481706115131,0.413942631330333,0.440409621075696,0.447655776404258,0.445107171915574,0.145284737281378,0.413942631330333,0.444141560421476,0.438104862315765,0.440380280256461,-0.126632586216197,-0.12054244438977,-0.122749090909181,-0.120897340376736,0.025800166524168,0.113051395016126,0.177360049705368,0.206008933152651,0.189003321250972,0.0820851433377961,0.118925959357689,0.242726639672886,0.113209882516348,0.000945111618070869,0.41275340293922,0.947359478242902,0.996188387980821,0.994296961687837,0.996188387980821,0.996188387980821,0.998089373055627,0.998089373055627,0.998089373055627,0.998089373055627,1,0.998089373055627,1,1,1,0.994296961687837,0.998089373055627,0.998089373055627,0.992369483974322,0.957253707934621,0.957253707934621,0.990542458086968,0.0564998019439762,0.265087725332834,0.25892677081426,-0.0718407986869314,-0.0725802562841093
"BX13",0.0460486375749705,-0.167281195484191,0.373498603421544,0.277481706115131,0.413942631330333,0.440409621075696,0.447655776404258,0.445107171915574,0.145284737281378,0.413942631330333,0.444141560421476,0.438104862315765,0.440380280256461,-0.126632586216197,-0.12054244438977,-0.122749090909181,-0.120897340376736,0.025800166524168,0.113051395016126,0.177360049705368,0.206008933152651,0.189003321250972,0.0820851433377961,0.118925959357689,0.242726639672886,0.113209882516348,0.000945111618070869,0.41275340293922,0.947359478242902,0.996188387980821,0.994296961687837,0.996188387980821,0.996188387980821,0.998089373055627,0.998089373055627,0.998089373055627,0.998089373055627,1,0.998089373055627,1,1,1,0.994296961687837,0.998089373055627,0.998089373055627,0.992369483974322,0.957253707934621,0.957253707934621,0.990542458086968,0.0564998019439762,0.265087725332834,0.25892677081426,-0.0718407986869314,-0.0725802562841093
"BX14",0.0460486375749705,-0.167281195484191,0.373498603421544,0.277481706115131,0.413942631330333,0.440409621075696,0.447655776404258,0.445107171915574,0.145284737281378,0.413942631330333,0.444141560421476,0.438104862315765,0.440380280256461,-0.126632586216197,-0.12054244438977,-0.122749090909181,-0.120897340376736,0.025800166524168,0.113051395016126,0.177360049705368,0.206008933152651,0.189003321250972,0.0820851433377961,0.118925959357689,0.242726639672886,0.113209882516348,0.000945111618070869,0.41275340293922,0.947359478242902,0.996188387980821,0.994296961687837,0.996188387980821,0.996188387980821,0.998089373055627,0.998089373055627,0.998089373055627,0.998089373055627,1,0.998089373055627,1,1,1,0.994296961687837,0.998089373055627,0.998089373055627,0.992369483974322,0.957253707934621,0.957253707934621,0.990542458086968,0.0564998019439762,0.265087725332834,0.25892677081426,-0.0718407986869314,-0.0725802562841093
"BX15",0.0456204733865828,-0.162348720545272,0.369218378940591,0.27916386328712,0.411455690288542,0.437867650006636,0.444942319412151,0.442389052525368,0.153733968747151,0.411455690288542,0.441447449435213,0.435425192574745,0.437831435304955,-0.122081268108986,-0.11602731405984,-0.11822357960052,-0.116385554144356,0.0254072876250145,0.112406658579106,0.175222304845998,0.208162024846531,0.187836785041857,0.0815860849680287,0.119608088870964,0.241274339225325,0.112538985442301,0.000397973832284644,0.41030737045354,0.941956650843092,0.990499460137096,0.988615024969794,0.990499460137096,0.990499460137096,0.992393411472557,0.992393411472557,0.992393411472557,0.992393411472557,0.994296961687837,0.992393411472557,0.994296961687837,0.994296961687837,0.994296961687837,1,0.992393411472557,0.992393411472557,0.986698521835988,0.95179445336381,0.95179445336381,0.984874377260804,0.0561775814088601,0.26356325658962,0.257437167859156,-0.0712861112394119,-0.072030909772724
"BX16",0.0459053000491864,-0.16785839637619,0.374291396387956,0.278043177122504,0.413109539061741,0.439558031474233,0.44674681881956,0.444196664591904,0.144673940511668,0.413109539061741,0.443239084562929,0.43720723730793,0.439526392267285,-0.12731425674909,-0.12123539984116,-0.123438567127521,-0.121590859039366,0.0256687014323459,0.11283539597471,0.17664458316772,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.994282493181851,0.996181119388979,0.996181119388979,0.996181119388979,0.996181119388979,0.998089373055627,0.996181119388979,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,1,0.996181119388979,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0700880610321582,-0.0708310841703963
"BX17",0.0459053000491864,-0.16563126147119,0.374291396387956,0.278043177122504,0.413109539061741,0.439558031474233,0.44674681881956,0.444196664591904,0.148109469442024,0.413109539061741,0.443239084562929,0.43720723730793,0.439526392267285,-0.125110251712522,-0.12123539984116,-0.123438567127521,-0.119388245451969,0.0256687014323459,0.11283539597471,0.179755154899762,0.206728135815839,0.188612565883865,0.0819179689746135,0.119153617469746,0.242240134655704,0.112985135282461,0.00076215579042164,0.411933994036692,0.945549427697764,0.994282493181851,0.992393411472557,0.994282493181851,0.994282493181851,0.996181119388979,0.996181119388979,0.996181119388979,0.996181119388979,0.998089373055627,0.996181119388979,0.998089373055627,0.998089373055627,0.998089373055627,0.992393411472557,0.996181119388979,1,0.990469610464635,0.955424753207641,0.955424753207641,0.98864355468368,0.0563918519000303,0.264577007220912,0.258427733580981,-0.0724385599617928,-0.0731789096107069
"BX18",0.0457625804007048,-0.161763482151072,0.375083058677407,0.278603894551248,0.412280570539062,0.438710720068531,0.445842346011534,0.443290637635359,0.144065591236469,0.412280570539062,0.436382943618601,0.430481122872611,0.43867678958671,-0.121392616658702,-0.115327496355026,-0.117527203369972,-0.115685176775223,0.0255377432149233,0.112620486960098,0.175932009673163,0.20744582925839,0.200864581365471,0.0817516185463361,0.119380993386944,0.253072810851867,0.112761506131952,0.00057977810021856,0.418189498500252,0.939753483579503,0.988579317269076,0.986698521835988,0.988579317269076,0.988579317269076,0.990469610464635,0.990469610464635,0.990469610464635,0.990469610464635,0.992369483974322,0.990469610464635,0.992369483974322,0.992369483974322,0.992369483974322,0.986698521835988,0.990469610464635,0.990469610464635,1,0.949644729840548,0.949644729840548,0.986754221896418,0.0562844466198053,0.264068858351148,0.257931206470725,-0.0659942832977723,-0.0667435327592467
"BX19",0.0493698565516554,-0.205149783913619,0.369623408353655,0.264928200186664,0.433391642148219,0.460307673231946,0.468871938665382,0.466356207662427,0.159386528778181,0.433391642148219,0.46520611061901,0.459052553973722,0.460330822664744,-0.161544957953861,-0.155171739121826,-0.157460086398201,-0.155501466618435,0.0288299218553109,0.118099720146341,0.193885559319542,0.189779966355183,0.198120592922467,0.0859869476364298,0.113842315564829,0.254085365563737,0.118458266764353,0.0051266990712591,0.431888556250449,0.989663942161094,0.953605028196054,0.95179445336381,0.953605028196054,0.953605028196054,0.955424753207641,0.955424753207641,0.955424753207641,0.955424753207641,0.957253707934621,0.955424753207641,0.957253707934621,0.957253707934621,0.957253707934621,0.95179445336381,0.955424753207641,0.955424753207641,0.949644729840548,1,1,0.948200440870424,0.0590228081392138,0.277022010672771,0.27058800376145,-0.111963430945267,-0.11262215053173
"BX20",0.0493698565516554,-0.205149783913619,0.369623408353655,0.264928200186664,0.433391642148219,0.460307673231946,0.468871938665382,0.466356207662427,0.159386528778181,0.433391642148219,0.46520611061901,0.459052553973722,0.460330822664744,-0.161544957953861,-0.155171739121826,-0.157460086398201,-0.155501466618435,0.0288299218553109,0.118099720146341,0.193885559319542,0.189779966355183,0.198120592922467,0.0859869476364298,0.113842315564829,0.254085365563737,0.118458266764353,0.0051266990712591,0.431888556250449,0.989663942161094,0.953605028196054,0.95179445336381,0.953605028196054,0.953605028196054,0.955424753207641,0.955424753207641,0.955424753207641,0.955424753207641,0.957253707934621,0.955424753207641,0.957253707934621,0.957253707934621,0.957253707934621,0.95179445336381,0.955424753207641,0.955424753207641,0.949644729840548,1,1,0.948200440870424,0.0590228081392138,0.277022010672771,0.27058800376145,-0.111963430945267,-0.11262215053173
"BX21",0.0453380766008658,-0.159088965547755,0.373028315855083,0.280281574002664,0.416417982807144,0.436194088719263,0.449060154848873,0.446357142302759,0.145669144157759,0.416417982807144,0.439673316842501,0.433660504150537,0.436153326514917,-0.119072912266015,-0.113042786445717,-0.115232224781304,-0.113403244982339,0.0251478675897971,0.111982206709435,0.179993781781928,0.209589967316045,0.199650380608105,0.081257440446444,0.120061445510746,0.240318026179861,0.112097231532908,0.00660025617597311,0.408696774052318,0.938399786270711,0.990543344784112,0.984874377260804,0.986754221896418,0.986754221896418,0.98864355468368,0.98864355468368,0.98864355468368,0.98864355468368,0.990542458086968,0.98864355468368,0.990542458086968,0.990542458086968,0.990542458086968,0.984874377260804,0.98864355468368,0.98864355468368,0.986754221896418,0.948200440870424,0.948200440870424,1,0.055965452699013,0.262559607184759,0.256456470933294,-0.0654701636633053,-0.0662247077104847
"VEHSPD",-0.00114476511722134,0.0224345886493077,0.0223619166408768,0.0161679227381438,-0.00292010400152011,-0.00254408504114528,-0.00328764655556977,-0.00337776389073687,-0.00617802063215215,-0.00292010400152011,-0.00327241956134351,-0.00334795645814681,-0.00258203193169576,0.021406736178725,0.0213659464015461,0.0213659464015461,0.0213388135261268,-0.00146931947243222,0.499770939897882,0.043289386256111,0.0168968724694087,0.203406110531436,-0.000610966919190564,0.00671929314970676,-0.00167988950722154,-0.000748507397266165,-0.00293692405797752,-0.0027289929861218,-0.00511984218952346,0.0562844466198053,0.0561775814088601,0.0562844466198053,0.0562844466198053,0.0563918519000303,0.0563918519000303,0.0563918519000303,0.0563918519000303,0.0564998019439762,0.0563918519000303,0.0564998019439762,0.0564998019439762,0.0564998019439762,0.0561775814088601,0.0563918519000303,0.0563918519000303,0.0562844466198053,0.0590228081392138,0.0590228081392138,0.055965452699013,1,-0.00150115210724307,-0.00146931947243222,-0.0115076878469602,-0.0115409948059314
"CRBANG",0.213863164389488,-0.0447615268409485,0.109937290391386,0.0794859244685527,0.403985105434524,0.464521788067063,0.358110770647597,0.348374386226846,0.186033626389429,0.448021014311995,0.359808370945065,0.351537354108286,0.457617772123156,0.105241362330738,0.105040828644349,0.105040828644349,0.10490743601741,0.0785171290530955,-0.00300368026110082,0.202509964576556,-0.0673530533996479,-0.00738007380073801,-0.00300368026110082,0.0330338805070869,-0.00825879568137122,-0.00367986682067,-0.0144387208934101,0.432681317058203,0.279937251862916,0.264068858351148,0.26356325658962,0.264068858351148,0.264068858351148,0.264577007220912,0.264577007220912,0.264577007220912,0.264577007220912,0.265087725332834,0.264577007220912,0.265087725332834,0.265087725332834,0.265087725332834,0.26356325658962,0.264577007220912,0.264577007220912,0.264068858351148,0.277022010672771,0.277022010672771,0.262559607184759,-0.00150115210724307,1,0.807313120923928,0.130447760419536,0.130071292162056
"PDOF",-0.00550863409575937,-0.0654934884432373,0.107606018563409,0.0778003881434847,0.413221455813652,0.47497197588726,0.366444563238447,0.356519153274983,0.191298150952659,0.413221455813652,0.368175222919247,0.359743416836777,0.467928492762638,0.0806208195048706,0.0804330483115867,0.0804330483115867,0.0803081089544566,-0.00707039655702429,0.31112719416678,0.20830944752556,-0.0576943891775257,-0.00722357587288478,0.101749074181083,0.0323333815706409,-0.00808366404372167,-0.00360183351805545,-0.0141325410418693,0.442490371010104,0.273436518303873,0.257931206470725,0.257437167859156,0.257931206470725,0.257931206470725,0.258427733580981,0.258427733580981,0.258427733580981,0.258427733580981,0.25892677081426,0.258427733580981,0.25892677081426,0.25892677081426,0.25892677081426,0.257437167859156,0.258427733580981,0.258427733580981,0.257931206470725,0.27058800376145,0.27058800376145,0.256456470933294,-0.00146931947243222,0.807313120923928,1,0.103804581429188,0.103463254350324
"CARANG",0.0994782907257719,0.741327608660213,0.429117177692055,0.601332922945788,-0.020122763426841,0.00666446544950486,-0.0397904872058859,-0.0238776093808279,-0.067900491792033,-0.0119473838787129,-0.0461978370275015,-0.0470698508294007,0.00379030917037356,0.771499812504455,0.775400093810369,0.775400093810369,0.775740712237995,0.0958455904220496,-0.0230259243350795,0.130477930681671,0.584940644979427,-0.00202665010717441,-0.0230259243350795,0.253234554589868,-0.0354056817748723,0.00287503537828095,0.206427429891192,0.032276655822507,-0.119071424772431,-0.0730347050798324,-0.0689429755935079,-0.0706878978191457,-0.068341090558459,-0.0700880610321582,-0.0700880610321582,-0.0724385599617928,-0.0700880610321582,-0.0718407986869314,-0.0700880610321582,-0.0718407986869314,-0.0718407986869314,-0.0718407986869314,-0.0712861112394119,-0.0700880610321582,-0.0724385599617928,-0.0659942832977723,-0.111963430945267,-0.111963430945267,-0.0654701636633053,-0.0115076878469602,0.130447760419536,0.103804581429188,1,0.997114030503329
"VEHOR",0.0991911994131564,0.73978558728313,0.42792246752854,0.600442475428532,-0.020543575881915,0.00627031970233328,-0.0402447762278788,-0.024363690963245,-0.0687619911068636,-0.0123774951212339,-0.0466425245504839,-0.0475250240992387,0.00339366662019823,0.76980995431844,0.773701146648607,0.773701146648607,0.774038276132196,0.0955133160073742,-0.0230925687841905,0.129257760395777,0.582857808472947,-0.00225244017553758,-0.0230925687841905,0.253967497039469,-0.0356206646502946,0.00275803199591265,0.205746380424064,0.0318252822588386,-0.119713934782912,-0.0737759466701978,-0.0696904392410453,-0.0714318086998808,-0.0690876707295637,-0.0708310841703963,-0.0708310841703963,-0.0731789096107069,-0.0708310841703963,-0.0725802562841093,-0.0708310841703963,-0.0725802562841093,-0.0725802562841093,-0.0725802562841093,-0.072030909772724,-0.0708310841703963,-0.0731789096107069,-0.0667435327592467,-0.11262215053173,-0.11262215053173,-0.0662247077104847,-0.0115409948059314,0.130071292162056,0.103463254350324,0.997114030503329,1
